,period,variant,trading_days,total_return,cagr,annual_volatility,sharpe_zero_rf,sortino_zero_rf,calmar,max_drawdown,positive_day_rate,profit_factor_daily,best_day,worst_day,average_daily_turnover,annualized_turnover,total_cost_ratio,final_equity_multiple
0,2023,A0_LEGACY,144,0.03713023991489761,0.06587989451783582,0.08172599324654999,0.8212477378916982,0.4584189535650219,1.7039815489294383,-0.03866232856759877,0.0763888888888889,1.4564563727938358,0.03385737756413686,-0.02927193658240789,0.04926716912147535,12.415326618611788,0.013762012151388366,1.0371302399148976
1,2023,X_CAP15_ONLY,144,0.03844999513305458,0.06825462091094536,0.04679113826300349,1.434369940061148,1.0173227845625215,3.883310165091304,-0.017576402092347565,0.08333333333333333,1.9696897156300586,0.02165190301859873,-0.01298090412984465,0.0271903345265969,6.851964300702419,0.007500454106898365,1.0384499951330546
2,2023,A_CURRENT,144,0.03844999513305458,0.06825462091094536,0.04679113826300349,1.434369940061148,1.0173227845625215,3.883310165091304,-0.017576402092347565,0.08333333333333333,1.9696897156300586,0.02165190301859873,-0.01298090412984465,0.0271903345265969,6.851964300702419,0.007500454106898365,1.0384499951330546
3,2023,F_CAP15_HARD20_BAND20,144,0.03851354864692924,0.06836903428016883,0.04684154340196112,1.4351623978706354,1.0189813360647733,3.889819652563332,-0.017576402092347565,0.08333333333333333,1.9712706104640105,0.021714428483183168,-0.01298090412984465,0.027043146521454627,6.814872923406566,0.007437928642313926,1.0385135486469292
4,2023,X_COOLDOWN5,144,0.03844999513305458,0.06825462091094536,0.04679113826300349,1.434369940061148,1.0173227845625215,3.883310165091304,-0.017576402092347565,0.08333333333333333,1.9696897156300586,0.02165190301859873,-0.01298090412984465,0.0271903345265969,6.851964300702419,0.007500454106898365,1.0384499951330546
5,2023,R_EXIT_RECOVERY,144,0.03844999513305458,0.06825462091094536,0.04679113826300349,1.434369940061148,1.0173227845625215,3.883310165091304,-0.017576402092347565,0.08333333333333333,1.9696897156300586,0.02165190301859873,-0.01298090412984465,0.0271903345265969,6.851964300702419,0.007500454106898365,1.0384499951330546
6,2023,R_TREND_REARM,144,0.03844999513305458,0.06825462091094536,0.04679113826300349,1.434369940061148,1.0173227845625215,3.883310165091304,-0.017576402092347565,0.08333333333333333,1.9696897156300586,0.02165190301859873,-0.01298090412984465,0.0271903345265969,6.851964300702419,0.007500454106898365,1.0384499951330546
7,2023,B_EQUAL,144,0.03844999513305458,0.06825462091094536,0.04679113826300349,1.434369940061148,1.0173227845625215,3.883310165091304,-0.017576402092347565,0.08333333333333333,1.9696897156300586,0.02165190301859873,-0.01298090412984465,0.0271903345265969,6.851964300702419,0.007500454106898365,1.0384499951330546
8,2023,C_CAP10,144,0.02507192911336298,0.044287540556461336,0.030876513975642197,1.4188880135576525,0.9930828713402708,3.7727345913922976,-0.011738843399561105,0.08333333333333333,1.946932350315044,0.013967647855589663,-0.008697367419564108,0.01817580888416094,4.580303838808557,0.005021083613991567,1.025071929113363
9,2023,C_CAP08,144,0.019805130235542645,0.03491596527176566,0.024538089970437955,1.4108974018685987,0.9792881381168438,3.715302921301616,-0.009397878453349162,0.08333333333333333,1.9375748829627895,0.01098982242446415,-0.006971889808275292,0.014532279077026065,3.6621343274105684,0.004013312151920672,1.0198051302355426
