observation_date,CPIAUCSL,CPI_YoY
2021-04-01,266.614,
2021-05-01,268.383,
2021-06-01,270.654,
2021-07-01,271.903,
2021-08-01,272.676,
2021-09-01,273.91,
2021-10-01,276.55,
2021-11-01,278.919,
2021-12-01,280.845,
2022-01-01,282.543,
2022-02-01,284.5,
2022-03-01,287.674,
2022-04-01,288.561,8.231750770777225
2022-05-01,291.298,8.538171195642065
2022-06-01,294.957,8.979361103105798
2022-07-01,294.913,8.462576727730099
2022-08-01,295.097,8.222579178218826
2022-09-01,296.349,8.192106896425821
2022-10-01,298.007,7.758813957693
2022-11-01,298.786,7.122856456533988
2022-12-01,298.832,6.404600402357152
2023-01-01,300.42,6.327178517960097
2023-02-01,301.45,5.957820738137087
2023-03-01,301.821,4.917719362889961
2023-04-01,302.845,4.950079879124369
2023-05-01,303.334,4.131851231385042
2023-06-01,304.014,3.070617072997095
2023-07-01,304.609,3.287749268428297
2023-08-01,306.082,3.722504803505289
2023-09-01,307.276,3.687206638119256
2023-10-01,307.696,3.2512659098611785
2023-11-01,308.148,3.1333462745911866
2023-12-01,308.741,3.3159099427102934
2024-01-01,309.698,3.0883429864855705
2024-02-01,310.967,3.157074141648697
2024-03-01,312.345,3.4868349120836584
2024-04-01,313.023,3.3607951262196734
2024-05-01,313.175,3.244278584003113
2024-06-01,313.044,2.9702579486470926
2024-07-01,313.569,2.9414757935583014
2024-08-01,314.062,2.607144490692037
2024-09-01,314.732,2.4264830315416708
2024-10-01,315.631,2.578844053871343
2024-11-01,316.528,2.719472461284833
2024-12-01,317.604,2.870690967509981
2025-01-01,318.961,2.9909783078999608
2025-02-01,319.679,2.8015834477613355
2025-03-01,319.785,2.381981462805549
2025-04-01,320.302,2.32538823025783
2025-05-01,320.62,2.3772651073680873
2025-06-01,321.435,2.680453865910226
2025-07-01,322.169,2.742618052167134
2025-08-01,323.291,2.9385917430316155
2025-09-01,324.245,3.0225715847133294
2025-10-01,,
2025-11-01,325.063,2.6964439164939513
2025-12-01,326.031,2.653304114557753
2026-01-01,326.588,2.391201432150014
2026-02-01,327.46,2.4340041103732224
